avg_lane_deviation
2.7511062876261145
2.4659929607901017
2.2086906026952717
2.255818746305705
2.3713649741994276
2.4771088515419994
3.0056665972326955
2.2086906026952717
2.7802793611439807
2.4659929607901017
1.3078481879156387
2.4771088515419994
3.2375355074278325
2.592644126508714
2.2086906026952717
1.3078481879156387
2.7511062876261145
2.592644126508714
2.5167272624800643
1.9470867068248676
2.3713649741994276
1.9470867068248676
1.7907678333298136
3.2375355074278325
2.456230997850906
1.7907678333298136
2.7802793611439807
2.5167272624800643
3.0056665972326955
2.255818746305705
2.456230997850906
2.2086906026952717
